Entry ID,Deposition Date,Refinement Resolution (Å),Unnamed: 3
8VKN,2024-01-09,2.93,
8VKO,2024-01-09,2.68,
8VKP,2024-01-09,2.77,
8VUJ,2024-01-29,3.92,
8VUL,2024-01-29,3.83,
8VUN,2024-01-29,4.01,
8VUQ,2024-01-29,3.85,
8VUR,2024-01-29,3.84,
8VUS,2024-01-29,3.99,
8VUT,2024-01-29,3.7,
8VUU,2024-01-29,4.05,
8VUV,2024-01-29,3.69,
8VVK,2024-01-31,2.61,
8VVL,2024-01-31,1.8,
8VWW,2024-02-02,3.9,
8VYE,2024-02-08,2.7,
8VYF,2024-02-08,3.2,
8VYG,2024-02-08,3.1,
8VYM,2024-02-09,3.4,
8VYN,2024-02-09,2.8,
8W0V,2024-02-14,2.59,
8W0W,2024-02-14,2.13,
8W0X,2024-02-14,3.12,
8W0Y,2024-02-14,3.31,
8W2Z,2024-02-21,3.37,
8W4F,2023-08-24,4.2,
8W90,2023-09-04,1.81,
8WLJ,2023-09-30,3.6,
8WNP,2023-10-06,3.1,
8WNU,2023-10-06,3.8,
8WO4,2023-10-06,2.8,
8WPW,2023-10-10,2.49,
8WPY,2023-10-10,3.02,
8WSN,2023-10-17,2.8,
8WSP,2023-10-17,2.51,
8WSU,2023-10-17,3.3,
8X0T,2023-11-06,2.5,
8X0X,2023-11-06,3.45,
8X0Y,2023-11-06,1.94,
8X16,2023-11-06,3.29,
8X3L,2023-11-14,3.13,
8XC4,2023-12-08,3.24,
8XCD,2023-12-08,3.49,
8XE9,2023-12-11,3.3,
8XEA,2023-12-11,3.42,
8XEF,2023-12-11,4.41,
8XGO,2023-12-15,2.68,
8XGS,2023-12-15,2.95,
8XGU,2023-12-15,3.0,
8XI6,2023-12-19,2.3,
8XIO,2023-12-19,2.65,
8XIP,2023-12-19,3.29,
8XK2,2023-12-22,3.4,
8XKC,2023-12-23,2.18,
8XKE,2023-12-23,1.92,
8XKI,2023-12-23,3.2,
8XN9,2023-12-29,1.99,
8XNH,2023-12-30,2.3,
8XOF,2024-01-01,2.6,
8XOG,2024-01-01,2.9,
8XOH,2024-01-01,3.2,
8XOI,2024-01-01,3.2,
8XOJ,2024-01-01,3.1,
8XS3,2024-01-08,3.46,
8XSE,2024-01-09,2.5,
8XSI,2024-01-09,2.1,
8XSL,2024-01-09,3.2,
8XVU,2024-01-15,3.09,
8XWA,2024-01-16,3.48,
8XWF,2024-01-16,3.65,
8XWM,2024-01-16,3.71,
8XWN,2024-01-16,3.29,
8XWS,2024-01-16,3.06,
8XX3,2024-01-17,3.38,
8XX6,2024-01-17,2.99,
8XX7,2024-01-17,3.32,
8XXH,2024-01-18,2.8,
8XXR,2024-01-18,3.17,
8XXW,2024-01-19,3.03,
8XXX,2024-01-19,3.17,
8Y3O,2024-01-29,2.75,
8Y3P,2024-01-29,3.48,
8Y3Q,2024-01-29,2.98,
8Y3R,2024-01-29,3.48,
8Y4A,2024-01-30,3.4,
8Y4C,2024-01-30,3.75,
8Y4W,2024-01-31,3.16,
8Y4X,2024-01-31,3.2,
8Y53,2024-01-31,2.93,
8Y6A,2024-02-02,2.72,
8YHZ,2024-02-28,1.62,
8YJ5,2024-03-01,3.66,
8YJ7,2024-03-01,2.8,
8YJ8,2024-03-01,1.65,
8YKV,2024-03-05,2.48,
8YKW,2024-03-05,2.75,
8YKX,2024-03-05,2.69,
8YRO,2024-03-21,3.27,
8YRP,2024-03-21,3.64,
8YUT,2024-03-27,2.7,
8YUU,2024-03-27,2.7,
8YUV,2024-03-27,3.0,
8YWA,2024-03-30,3.14,
8YWW,2024-04-01,2.7,
8YWX,2024-04-01,3.4,
8YXI,2024-04-02,2.4,
8YZ5,2024-04-06,3.93,
8YZ6,2024-04-06,4.55,
8ZBE,2024-04-26,3.24,
4LQD,2013-07-17,2.451,
4LQF,2013-07-17,2.3,
4LRI,2013-07-19,1.65,
4LRN,2013-07-20,1.89,
4LU5,2013-07-24,2.9,
4LVH,2013-07-26,2.8,
4LZP,2013-08-01,3.15,
4M1D,2013-08-02,1.8,
4M1G,2013-08-02,1.6,
4M3J,2013-08-06,1.95,
4M43,2013-08-06,1.85,
4M5Y,2013-08-08,1.55,
4M61,2013-08-08,1.62,
4M62,2013-08-08,1.8,
4M6M,2013-08-09,2.0,
4M6N,2013-08-09,2.0,
4M6O,2013-08-09,2.8,
4M7J,2013-08-12,1.95,
4M7K,2013-08-12,1.9,
4M7Z,2013-08-12,2.75,
4M8Q,2013-08-13,2.89,
4M8V,2013-08-14,1.951,
4M93,2013-08-14,2.09,
4M9O,2013-08-15,2.14,
4MA1,2013-08-15,2.32,
4MA3,2013-08-15,2.0,
4MA7,2013-08-15,1.97,
4MA8,2013-08-15,2.2,
4MAU,2013-08-16,1.9,
4MAY,2013-08-18,2.2,
4MCY,2013-08-22,2.3,
4MCZ,2013-08-22,2.41,
4MD0,2013-08-22,2.194,
4MD4,2013-08-22,1.95,
4MD5,2013-08-22,1.65,
4MDI,2013-08-22,2.0,
4MDJ,2013-08-22,1.7,
4MHE,2013-08-29,2.1,
4MI1,2013-08-30,1.4,
4MJI,2013-09-03,2.99,
4MJX,2013-09-04,1.4,
4MNG,2013-09-10,3.0058,
4MNH,2013-09-10,3.3,
4MNQ,2013-09-11,2.742,
4MQ7,2013-09-15,2.6032,
4MS8,2013-09-18,1.922,
4MSV,2013-09-18,2.5,
4MUC,2013-09-21,2.897,
4MVB,2013-09-23,3.088,
4MWF,2013-09-24,2.645,
4MX7,2013-09-25,2.24,
4MXQ,2013-09-26,2.596,
4N0C,2013-10-01,2.9,
4N0F,2013-10-01,3.02,
4N0Y,2013-10-02,1.749,
4N5E,2013-10-09,3.059,
4N8C,2013-10-17,1.6,
4N8P,2013-10-17,2.299,
4N8V,2013-10-18,2.5,
4N9G,2013-10-21,2.5,
4NBX,2013-10-23,1.75,
4NBY,2013-10-23,2.08,
4NBZ,2013-10-23,1.75,
4NC0,2013-10-23,2.3,
4NC1,2013-10-23,2.61,
4NC2,2013-10-23,2.5,
4NCC,2013-10-24,2.49,
4NDM,2013-10-27,3.0065,
4NEJ,2013-10-29,1.919,
4NEM,2013-10-29,1.934,
4NFB,2013-10-31,1.6,
4NFC,2013-10-31,2.2,
4NFD,2013-10-31,1.708,
4NGH,2013-11-01,2.68,
4NHC,2013-11-04,2.912,
4NHG,2013-11-05,8.001,
4NHH,2013-11-05,6.5,
4NHU,2013-11-05,2.9,
4NJ9,2013-11-08,1.95,
4NJA,2013-11-08,2.204,
4NM4,2013-11-14,2.65,
4NOB,2013-11-19,1.51,
4NOF,2013-11-19,1.65,
4NOO,2013-11-20,2.3,
4NP4,2013-11-20,2.89,
4NPY,2013-11-22,1.796,
4NQC,2013-11-25,2.5,
4NQD,2013-11-25,2.2,
4NQE,2013-11-25,2.1,
4NQS,2013-11-25,2.64,
4NQT,2013-11-25,2.1,
4NQU,2013-11-25,2.5,
4NRX,2013-11-27,2.21,
4NRY,2013-11-27,3.14,
4NRZ,2013-11-27,2.42,
4NT6,2013-12-01,1.84,
4NUG,2013-12-03,1.8617,
4NUJ,2013-12-03,1.827,
4NUX,2013-12-04,2.295,
4NWT,2013-12-06,1.75,
4NWU,2013-12-06,1.602,
4NYL,2013-12-10,2.8,
4NYT,2013-12-11,2.25,
4NZU,2013-12-12,1.2,
4O2C,2013-12-17,1.802,
4O2E,2013-12-17,1.981,
4O2F,2013-12-17,1.901,
4O4Y,2013-12-19,1.85,
4O51,2013-12-19,2.204,
4O5L,2013-12-19,1.5045,
4O6K,2013-12-21,2.1,
4O9H,2014-01-02,2.42,
4OAW,2014-01-06,2.8,
4OB5,2014-01-06,1.7,
4OCR,2014-01-09,1.895,
4OCS,2014-01-09,1.901,
4OCW,2014-01-09,3.001,
4OCX,2014-01-09,2.39,
4OCY,2014-01-09,2.79,
4OD1,2014-01-09,2.69,
4OD3,2014-01-09,2.616,
4ODH,2014-01-10,2.894,
4ODS,2014-01-10,1.94,
4ODT,2014-01-10,1.95,
4ODU,2014-01-10,2.29,
4ODV,2014-01-10,2.15,
4ODW,2014-01-10,2.72,
4ODX,2014-01-10,3.1,
4OJF,2014-01-21,1.998,
4ONF,2014-01-28,2.0,
4ONG,2014-01-28,2.2,
4ONH,2014-01-28,3.008,
4ONO,2014-01-28,2.705,
4ONT,2014-01-29,2.15,
4OPP,2014-02-06,2.3,
4ORG,2014-02-11,3.121,
4ORV,2014-02-12,2.5,
4OSU,2014-02-13,1.87,
4OTX,2014-02-14,2.1,
4OUG,2014-02-17,2.46,
4OUO,2014-02-18,1.8,
4OV5,2014-02-20,2.199,
4OZF,2014-02-15,2.7,
4OZG,2014-02-16,3.0,
4OZH,2014-02-16,2.8,
4OZI,2014-02-16,3.2,
4P23,2014-02-28,2.25,
4P2O,2014-03-04,2.603,
4P2Q,2014-03-04,3.3,
4P2R,2014-03-04,3.295,
4P39,2014-03-06,2.401,
4P3A,2014-03-06,1.4,
4P3B,2014-03-06,2.1,
4P3C,2014-03-06,1.943,
4P3D,2014-03-07,1.949,
4P46,2014-03-11,2.851,
4P48,2014-03-12,1.35,
4P49,2014-03-12,1.4,
4P4K,2014-03-12,2.8,
4P4R,2014-03-13,3.0,
4P57,2014-03-14,2.6,
4P5K,2014-03-17,2.59,
4P5M,2014-03-18,1.7,
4P5T,2014-03-19,3.263,
4P9M,2014-04-04,2.13,
4PB0,2014-04-10,2.5,
4PB9,2014-04-11,2.6,
4PBO,2014-04-13,1.701,
4PBP,2014-04-13,1.648,
4PG2,2014-05-01,2.8,
4PJ5,2014-05-12,2.0,
4PJ7,2014-05-12,2.5,
4PJ8,2014-05-12,3.3,
4PJ9,2014-05-12,2.0,
4PJA,2014-05-12,2.68,
4PJB,2014-05-12,2.85,
4PJC,2014-05-12,2.5,
4PJD,2014-05-12,2.78,
4PJE,2014-05-12,1.95,
4PJF,2014-05-12,2.45,
4PJG,2014-05-12,2.4,
4PJH,2014-05-12,2.0,
4PJI,2014-05-12,2.5,
4PJX,2014-05-12,2.25,
4PO4,2014-02-24,2.5,
4POY,2014-02-26,1.5,
4POZ,2014-02-26,1.75,
4PP8,2014-02-26,1.95,
4PPT,2014-02-27,1.5,
4PR5,2014-03-05,1.8,
4PRA,2014-03-05,1.85,
4PRB,2014-03-05,1.75,
4PRD,2014-03-05,1.75,
4PRE,2014-03-05,1.65,
4PRH,2014-03-05,2.5,
4PRI,2014-03-05,2.4,
4PRN,2014-03-06,1.65,
4PRP,2014-03-06,2.5,
4PS4,2014-03-06,2.8,
4PTT,2014-03-11,1.8,
4PTU,2014-03-11,1.511,
4PUB,2014-03-12,1.75,
4PV8,2014-03-15,2.31,
4PV9,2014-03-15,2.0,
4PWS,2014-03-21,2.15,
4PY7,2014-03-26,2.7,
4Q2Z,2014-04-10,1.93,
4Q3H,2014-04-11,1.443,
4Q6I,2014-04-22,3.65,
4Q6Y,2014-04-23,3.0,
4Q74,2014-04-24,2.19,
4Q7D,2014-04-24,2.35,
4Q7O,2014-04-25,1.45,
4Q8S,2014-04-28,2.09,
4Q97,2014-04-29,2.4,
4Q9B,2014-04-30,1.5,
4Q9C,2014-04-30,2.8,
4Q9E,2014-05-01,2.31,
4Q9V,2014-05-02,2.3,
4QDH,2014-05-13,2.399,
4QEX,2014-05-19,4.5,
4QF1,2014-05-19,2.4,
4QGT,2014-05-25,2.99,
4QGY,2014-05-26,1.38,
4QHK,2014-05-28,3.487,
4QHL,2014-05-28,3.153,
4QHM,2014-05-28,3.23,
4QHN,2014-05-28,3.0,
4QHU,2014-05-29,2.2,
4QKG,2014-06-06,1.95,
4QKH,2014-06-06,1.8,
4QKI,2014-06-06,1.8,
4QKJ,2014-06-06,2.75,
4QLR,2014-06-13,1.7,
4QOK,2014-06-20,3.0,
4QRP,2014-07-02,2.9,
4QRQ,2014-07-02,1.7,
4QRR,2014-07-02,3.0,
4QRS,2014-07-02,1.4,
4QRT,2014-07-02,1.4,
4QRU,2014-07-02,1.6,
4QT5,2014-07-07,2.5,
4QTH,2014-07-08,2.17,
4QTI,2014-07-08,3.0,
4QXG,2014-07-20,2.3,
4QXO,2014-07-21,1.88,
4QXP,2014-07-21,2.51,
4QXQ,2014-07-21,2.42,
4QXR,2014-07-21,2.37,
4QXT,2014-07-22,1.58,
4QXU,2014-07-22,2.3,
4QY8,2014-07-24,1.353,
4QYO,2014-07-24,1.208,
4R07,2014-07-30,2.0,
4R08,2014-07-30,2.4,
4R09,2014-07-30,2.62,
4R0A,2014-07-30,1.9,
4R0L,2014-07-31,3.3,
4R26,2014-08-08,2.4969,
4R2G,2014-08-11,3.283,
4R3S,2014-08-18,1.7,
4R4B,2014-08-19,2.199,
4R6U,2014-08-26,2.8,
4R7D,2014-08-27,2.753,
4R7N,2014-08-28,3.45,
4R8W,2014-09-03,2.795,
4R90,2014-09-03,1.746,
4R96,2014-09-03,3.31,
4R97,2014-09-03,2.2,
4R9H,2014-09-05,1.9,
4RA3,2014-09-09,2.8,
4RAH,2014-09-10,1.4,
4RAU,2014-09-11,3.74,
4RBP,2014-09-12,1.85,
4RFE,2014-09-25,1.91,
4RIR,2014-10-07,2.5,
4RIS,2014-10-07,2.3,
4RMQ,2014-10-22,1.461,
4RMR,2014-10-22,1.529,
4RMS,2014-10-22,1.7,
4RMT,2014-10-22,1.242,
4RMU,2014-10-22,1.4,
4RMV,2014-10-22,1.463,
4RMW,2014-10-22,1.4,
4RNR,2014-10-24,2.758,
4RQQ,2014-11-04,3.1,
4RQS,2014-11-05,4.493,
4RRP,2014-11-06,2.79,
4RSU,2014-11-11,2.3,
4RZC,2014-12-19,2.723,
4S0S,2015-01-05,2.8,
4S0U,2015-01-06,2.35,
4S11,2015-01-07,1.998,
4S1D,2015-01-13,2.5,
4S2S,2015-01-22,2.1,
4TOY,2014-06-06,1.551,
4TPR,2014-06-09,1.6,
4TQE,2014-06-11,1.6,
4TRP,2014-06-17,1.25,
4TTD,2014-06-20,2.15,
4TUJ,2014-06-24,1.89,
4TUK,2014-06-24,1.6,
4TUL,2014-06-24,1.4,
4TUO,2014-06-24,1.55,
4TYU,2014-07-09,2.13,
4U05,2014-07-11,2.5,
4U0R,2014-07-14,2.3,
4U1G,2014-07-15,3.1,
4U1H,2014-07-15,1.59,
4U1I,2014-07-15,1.92,
4U1J,2014-07-15,1.38,
4U1K,2014-07-15,2.09,
4U1L,2014-07-15,2.06,
4U1M,2014-07-15,1.18,
4U1N,2014-07-15,1.77,
4U1S,2014-07-16,1.76,
4U3X,2014-07-23,2.26,
4U6G,2014-07-28,4.2012,
4U6H,2014-07-29,3.1,
4U6V,2014-07-29,2.56,
4U6X,2014-07-30,1.68,
4U6Y,2014-07-30,1.467,
4U7S,2014-07-31,2.07,
4UB0,2014-08-11,2.2,
4UDT,2014-12-11,1.35,
4UDU,2014-12-11,2.5,
4UIK,2015-03-30,2.0,
4UIL,2015-03-30,2.853,
4UIM,2015-03-30,2.7,
4UIN,2015-03-30,2.5,
4UM8,2014-05-15,2.852,
4UM9,2014-05-15,2.5,
4UNT,2014-05-30,2.7,
4UNU,2014-05-30,0.95,
4UNV,2014-05-30,1.6,
4UOK,2014-06-04,18.0,
4UQ2,2014-06-19,2.43,
4UQ3,2014-06-19,2.1,
4UT7,2014-07-18,1.7,
4UU9,2014-07-25,2.12,
4UV4,2014-08-04,3.08,
4UW2,2014-08-08,2.632,
4V0P,2014-09-17,2.07,
4V1P,2014-09-30,2.04,
4W2O,2017-08-17,3.2,
4W2P,2017-08-17,1.77,
4W2Q,2017-08-17,2.7,
4W4N,2014-08-15,1.8,
4W4O,2014-08-15,1.8,
4W68,2014-08-20,2.0,
4W70,2014-08-21,2.28,
4W81,2014-08-22,2.25,
4WC8,2014-09-04,1.908,
4WCO,2014-09-05,2.46,
4WCY,2014-09-05,2.0,
4WDI,2014-09-08,2.313,
4WI2,2014-09-25,1.9,
4WI3,2014-09-25,2.703,
4WI4,2014-09-25,2.8,
4WI5,2014-09-25,2.8,
4WI6,2014-09-25,2.201,
4WI7,2014-09-25,1.9,
4WI8,2014-09-25,2.8,
4WI9,2014-09-25,2.65,
4WJ0,2014-09-29,2.85,
4WJ5,2014-09-29,1.65,
4WNQ,2014-10-14,1.8,
4WO4,2014-10-15,2.5,
4WU5,2014-10-31,2.4,
4WU7,2014-10-31,2.297,
4WUK,2014-11-01,1.7,
4WUU,2014-11-03,3.047,
4WW1,2014-11-10,1.38,
4WW2,2014-11-10,2.48,
4WWK,2014-11-11,3.1,
4WY7,2014-11-16,2.1,
4X0K,2014-11-21,2.04,
4X0S,2014-11-23,2.032,
4X37,2014-11-28,1.63,
4X38,2014-11-28,2.12,
4X39,2014-11-28,1.61,
4X3A,2014-11-28,1.75,
4X4M,2014-12-03,3.485,
4X4X,2014-12-04,2.25,
4X4Z,2014-12-04,1.8,
4X51,2014-12-04,2.05,
4X52,2014-12-04,2.08,
4X5W,2014-12-06,1.34,
4X5X,2014-12-06,3.199,
4X6B,2014-12-07,2.1,
4X6C,2014-12-08,2.8,
4X6D,2014-12-08,2.98,
4X6E,2014-12-08,2.1,
4X6F,2014-12-08,1.91,
4X7S,2014-12-09,1.9,
4X7T,2014-12-09,3.0,
4X80,2014-12-09,2.6,
4X8J,2014-12-10,2.35,
4X98,2014-12-11,2.499,
4X99,2014-12-11,2.498,
4XAK,2014-12-15,2.45,
4XAW,2014-12-15,1.47,
4XBE,2014-12-16,1.756,
4XBG,2014-12-16,2.73,
4XBP,2014-12-17,2.94,
4XC1,2014-12-17,1.63,
4XC2,2014-12-17,1.9,
4XC3,2014-12-17,1.63,
4XCC,2014-12-17,2.81,
4XCE,2014-12-17,2.93,
4XCF,2014-12-17,1.43,
4XCN,2014-12-18,2.9,
4XCY,2014-12-18,3.96,
4XML,2015-01-14,2.68,
4XMP,2015-01-15,1.7831,
4XNY,2015-01-16,2.3,
4XNZ,2015-01-16,3.389,
4XSQ,2015-01-22,1.79,
4XVJ,2015-01-27,2.0,
4XW2,2015-01-28,2.001,
4XXC,2015-01-30,1.426,
4XXD,2015-01-30,2.41,
4XZU,2015-02-05,2.61,
4XZX,2015-02-05,2.2,
4Y16,2015-02-06,2.6,
4Y19,2015-02-07,2.5,
4Y1A,2015-02-07,4.0,
4Y1S,2015-02-09,1.611,
4Y1T,2015-02-09,2.666,
4Y2D,2015-02-09,3.05,
4Y4F,2015-02-10,3.19,
4Y4H,2015-02-10,3.1,
4Y4K,2015-02-10,2.9,
4YAQ,2015-02-17,2.3,
4YDI,2015-02-22,3.452,
4YDJ,2015-02-22,2.308,
4YDK,2015-02-22,2.051,
4YDL,2015-02-22,1.8,
4YDV,2015-02-23,2.7,
4YFL,2015-02-25,3.387,
4YGV,2015-02-26,1.76,
4YH6,2015-02-27,3.0,
4YHI,2015-02-27,1.9,
4YHK,2015-02-27,2.21,
4YHL,2015-02-27,2.09,
4YHM,2015-02-27,2.16,
4YHN,2015-02-27,2.31,
4YHO,2015-02-27,1.82,
4YHP,2015-02-27,2.53,
4YHY,2015-02-27,1.9,
4YHZ,2015-02-27,2.304,
4YIV,2015-03-02,1.93,
4YIZ,2015-03-02,2.2,
4YNY,2015-03-11,1.584,
4YO0,2015-03-11,1.56,
4YP1,2015-03-12,2.65,
4YPG,2015-03-12,3.0,
4YR6,2015-03-14,2.38,
4YS2,2015-03-16,1.968,
4YS4,2015-03-16,2.45,
4YX2,2015-03-22,2.194,
4YXH,2015-03-23,2.7,
4YXK,2015-03-23,2.805,
4YXL,2015-03-23,2.604,
4YY0,2015-03-23,2.59,
4YY1,2015-03-23,3.1,
4YY7,2015-03-23,2.99,
4YY9,2015-03-23,2.601,
4YYA,2015-03-23,2.595,
4YYB,2015-03-23,2.609,
4YZF,2015-03-25,3.5,
4Z0B,2015-03-26,3.2,
4Z0C,2015-03-26,2.3,
4Z0X,2015-03-26,2.0,
4Z76,2015-04-06,1.88,
4Z77,2015-04-06,1.85,
4Z78,2015-04-06,2.304,
4Z7U,2015-04-08,2.7,
4Z7V,2015-04-08,2.65,
4Z7W,2015-04-08,2.89,
4ZAK,2015-04-13,2.824,
4ZBH,2015-04-14,1.5,
4ZD3,2015-04-16,2.4,
4ZDH,2015-04-17,2.0984,
4ZF7,2015-04-21,1.893,
4ZFO,2015-04-21,1.895,
4ZFZ,2015-04-22,1.763,
4ZH1,2015-04-24,2.24,
4ZJS,2015-04-29,2.2301,
4ZK0,2015-04-29,2.15,
4ZK3,2015-04-29,2.0,
4ZNE,2015-05-04,2.42,
4ZQK,2015-05-10,2.45,
4ZQV,2015-05-11,1.803,
4ZS6,2015-05-13,3.166,
4ZS7,2015-05-13,2.93,
4ZSO,2015-05-13,2.5,
4ZTO,2015-05-14,2.3,
4ZTP,2015-05-14,1.63,
4ZUS,2015-05-17,2.6,
4ZUT,2015-05-17,2.6,
4ZUU,2015-05-17,2.2,
4ZUV,2015-05-17,2.3,
4ZUW,2015-05-17,2.6,
4ZYK,2015-05-21,2.0,
4ZYP,2015-05-21,5.5,
5A10,2015-04-27,1.423,
5A11,2015-04-27,2.47,
5A16,2015-04-28,2.5,
5A2E,2015-05-18,3.15,
5A2I,2015-05-20,1.88,
5A2K,2015-05-20,1.7,
5A2L,2015-05-20,1.79,
5A2U,2015-05-25,3.3,
5A6P,2015-06-30,2.1,
5AAM,2015-07-27,2.49,
5ACL,2015-08-17,1.49,
5ACM,2015-08-17,1.05,
5ACZ,2015-08-19,2.69,
5AD0,2015-08-19,2.84,
5ADO,2015-08-21,1.55,
5ADP,2015-08-21,2.13,
5AEO,2015-01-07,1.8,
5ALB,2015-03-07,2.16,
5ALC,2015-03-07,1.7,
5ANM,2015-09-07,2.85,
5AWA,2015-07-03,2.2,
5AWB,2015-07-03,2.1,
5AWC,2015-07-03,2.5,
5AWD,2015-07-03,2.05,
5AWN,2015-07-06,1.887,
5AYU,2015-09-04,1.8,
5AZ2,2015-09-16,1.603,
5AZ5,2015-09-27,2.4,
5AZE,2015-10-02,2.2,
5B1C,2015-12-02,2.003,
5B1R,2015-12-15,1.2,
5B38,2016-02-12,2.3,
5B39,2016-02-12,2.5,
5B3N,2016-03-04,1.94,
5B4M,2016-04-05,2.4,
5B6F,2016-05-27,2.1,
5B71,2016-06-03,2.11,
5B86,2016-06-12,3.017,
5B8C,2016-06-14,2.146,
5BK0,2017-09-12,3.15,
5BK3,2017-09-12,2.8,
5BK5,2017-09-12,3.0,
5BMF,2015-05-22,2.8,
5BMG,2015-05-22,2.2,
5BMH,2015-05-22,1.6,
5BMI,2015-05-22,2.5,
5BQ7,2015-05-28,2.738,
5BQX,2015-05-29,2.0,
5BRZ,2015-06-01,2.62,
5BS0,2015-06-01,2.4,
5BUH,2015-06-03,2.55,
5BVJ,2015-06-05,2.0,
5BVP,2015-06-05,2.2,
5BW7,2015-06-06,3.0,
5BZD,2015-06-11,2.7,
5BZW,2015-06-11,2.9,
5C07,2015-06-12,2.11,
5C08,2015-06-12,2.332,
5C09,2015-06-12,2.475,
5C0A,2015-06-12,2.46,
5C0B,2015-06-12,2.03,
5C0C,2015-06-12,1.974,
5C0D,2015-06-12,1.68,
5C0E,2015-06-12,1.491,
5C0F,2015-06-12,1.463,
5C0G,2015-06-12,1.37,
5C0I,2015-06-12,1.53,
5C0J,2015-06-12,1.64,
5C2B,2015-06-15,1.4049,
5C3T,2015-06-17,1.8,
5C6W,2015-06-23,1.54,
5C7K,2015-06-24,4.6019,
5C7X,2015-06-25,2.95,
5C9J,2015-06-27,2.4,
5C9K,2015-06-27,1.92,
5CBA,2015-06-30,2.5,
5CBE,2015-06-30,2.4,
5CCK,2015-07-02,1.95,
5CD3,2015-07-02,2.9,
5CD5,2015-07-03,3.396,
5CER,2015-07-07,2.48,
5CEX,2015-07-07,2.105,
5CEY,2015-07-07,2.387,
5CFH,2015-07-08,1.49,
5CFL,2015-07-08,1.836,
5CFM,2015-07-08,1.994,
5CFN,2015-07-08,2.95,
5CFO,2015-07-08,2.102,
5CFP,2015-07-08,2.066,
5CFQ,2015-07-08,2.099,
5CFR,2015-07-08,2.85,
5CGY,2015-07-09,2.07,
5CHN,2015-07-10,2.047,
5CIL,2015-07-13,1.81,
5CIN,2015-07-13,1.7,
5CIP,2015-07-13,2.48,
5CJ8,2015-07-14,2.015,
5CKA,2015-07-15,1.7,
5CKG,2015-07-15,1.75,
5CMA,2015-07-16,2.5,
5CP3,2015-07-21,1.99,
5CP7,2015-07-21,3.01,
5CS7,2015-07-23,2.1,
5CSB,2015-07-23,1.719,
5CSG,2015-07-23,1.5,
5CSZ,2015-07-23,1.8,
5CZV,2015-08-01,3.19,
5CZX,2015-08-01,2.1,
5D14,2015-08-03,1.0,
5D1Q,2015-08-04,3.22,
5D1X,2015-08-04,3.21,
5D1Z,2015-08-04,3.17,
5D2L,2015-08-05,3.511,
5D2N,2015-08-05,2.099,
5D3D,2015-08-06,1.94,
5D3I,2015-08-06,3.2,
5D4K,2015-08-07,2.599,
5D4Q,2015-08-08,2.39,
5D5M,2015-08-11,2.2,
5D6C,2015-08-12,1.72,
5D6D,2015-08-12,3.13,
5D70,2015-08-13,2.06,
5D71,2015-08-13,2.25,
5D72,2015-08-13,2.6,
5D7I,2015-08-14,2.0,
5D7J,2015-08-14,1.97,
5D7K,2015-08-14,1.9,
5D7L,2015-08-14,3.4,
5D7S,2015-08-14,1.88,
5D8J,2015-08-17,3.0,
5D96,2015-08-18,2.3,
5D9Q,2015-08-18,4.4,
5D9S,2015-08-19,1.87,
5DA4,2015-08-19,2.4,
5DD0,2015-08-24,2.488,
5DD1,2015-08-24,1.597,
5DD3,2015-08-24,1.797,
5DD5,2015-08-24,1.9,
5DD6,2015-08-24,1.699,
5DDH,2015-08-24,1.5,
5DEF,2015-08-25,1.6,
5DEG,2015-08-25,1.83,
5DFV,2015-08-27,2.8,
5DHV,2015-08-31,2.3,
5DHX,2015-08-31,2.9,
5DHY,2015-08-31,3.1,
5DHZ,2015-08-31,4.3,
5DI8,2015-08-31,1.9,
5DJ0,2015-09-01,2.28,
5DJ2,2015-09-01,2.56,
5DJ6,2015-09-01,2.0,
5DJ8,2015-09-01,2.4,
5DJA,2015-09-01,2.9,
5DJC,2015-09-01,2.1,
5DJD,2015-09-02,2.3,
5DJX,2015-09-02,2.25,
5DJY,2015-09-02,2.15,
5DJZ,2015-09-02,1.9,
5DK0,2015-09-02,2.3,
5DK2,2015-09-02,2.6,
5DK3,2015-09-02,2.28,
5DLM,2015-09-07,2.2,
5DMG,2015-09-08,2.5,
5DMK,2015-09-08,2.45,
5DQ9,2015-09-14,1.95,
5DQD,2015-09-14,1.94,
5DQJ,2015-09-14,2.61,
5DR5,2015-09-15,1.85,
5DRN,2015-09-16,1.994,
5DRW,2015-09-16,2.27,
5DRX,2015-09-16,2.104,
5DRZ,2015-09-16,2.54,
5DS8,2015-09-17,1.95,
5DSC,2015-09-17,2.4,
5DT1,2015-09-17,1.954,
5DTF,2015-09-18,1.9,
5DUB,2015-09-18,2.0,
5DUM,2015-09-19,3.003,
5DUP,2015-09-20,3.052,
5DUR,2015-09-20,2.82,
5DVK,2015-09-21,2.6,
5DVL,2015-09-21,1.9,
5DVM,2015-09-21,2.95,
5DVN,2015-09-21,2.5,
5DVO,2015-09-21,2.5,
5DWF,2015-09-22,1.83,
5DWU,2015-09-23,3.97,
5DYO,2015-09-25,2.36,
5DZN,2015-09-25,2.3,
5DZO,2015-09-25,1.301,
5E00,2015-09-26,1.7,
5E0A,2015-09-28,2.6,
5E0B,2015-09-28,2.6,
5E2T,2015-10-01,2.1,
5E2U,2015-10-01,2.4,
5E2V,2015-10-01,1.64,
5E2W,2015-10-01,1.5,
5E56,2015-10-07,1.504,
5E5M,2015-10-08,2.182,
5E6I,2015-10-09,4.0,
